MovieID,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
2012,Back to the Future Part III,1990,PG,25 May 1990,118 min,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,"Robert Zemeckis, Bob Gale","Michael J. Fox, Christopher Lloyd, Mary Steenburgen","Stranded in 1955, Marty McFly receives written word from his friend, Doctor Emmett Brown, as to where can be found the DeLorean time machine. However, an unfortunate discovery prompts Marty to go to his friend's aid. Using the time machine, Marty travels to the old west where his friend has run afoul of a gang of thugs and has fallen in love with a local schoolteacher. Using the technology from the time, Marty and Emmett devise one last chance to send the two of them back to the future.",English,United States,5 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BNTNkNzJmY2MtOGNjYi00NDJmLWIyZTQtNmFmMGQ5M2VlOTI0XkEyXkFqcGc@._V1_SX300.jpg,55,7.4,"489,100",tt0099088,movie,N/A,"$88,277,583",N/A,N/A
2013,The Poseidon Adventure,1972,PG,13 Dec 1972,117 min,"Action, Adventure, Drama",Ronald Neame,"Paul Gallico, Stirling Silliphant, Wendell Mayes","Gene Hackman, Ernest Borgnine, Shelley Winters","A passenger ship, on her way to the scrap yard is pushed to her limits by the new owners to save on the dismantling fees. A tidal wave hits her, flipping her over so that all the internal rooms are upside down. A priest takes a mixed band of survivors on a journey through the bowels of the ship in an attempt to survive.","English, Hebrew",United States,Won 1 Oscar. 5 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNmMyNWRlMDgtMjg4ZS00ZTg3LTkxOWItMjVhMjEyZWJjOGYxXkEyXkFqcGc@._V1_SX300.jpg,70,7.1,"50,049",tt0069113,movie,N/A,"$84,563,118",N/A,N/A
2015,The Absent Minded Professor,1961,Approved,16 Mar 1961,97 min,"Comedy, Family, Sci-Fi",Robert Stevenson,"Bill Walsh, Samuel W. Taylor","Fred MacMurray, Nancy Olson, Keenan Wynn","A bumbling professor accidently invents flying rubber, or ""Flubber"", an incredible material that gains energy every time it strikes a hard surface. It allows for the invention of shoes that can allow jumps of amazing heights and enables a modified Model-T to fly. Unfortunately, no one is interested in the material except for Alonzo Hawk, a corrupt businessman who wants to steal the material for himself.",English,United States,Nominated for 3 Oscars. 1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNGIxODhhMjMtMzFhOS00NjBhLThkN2EtNWRhZDMxOGM0MGI2XkEyXkFqcGc@._V1_SX300.jpg,75,6.7,"9,443",tt0054594,movie,N/A,N/A,N/A,N/A
2016,The Apple Dumpling Gang Rides Again,1979,G,27 Jun 1979,88 min,"Comedy, Family, Western",Vincent McEveety,"Don Tait, Jack M. Bickham","Tim Conway, Don Knotts, Tim Matheson","Amos and Theodore the two bumbling outlaw wannabees from The Apple Dumpling Gang (1975) are back. They are trying to make it on their own. When they arrive at the town, all sorts of things go awry. They accidentally subdue the town's legendary lawman, ""Wooly"" Bill Hitchcock, thus enraging him into tracking them down. They also are accused of bank robbery, and they ""enlist"" in the Army, and burn down the fort. Amidst all this, the Army is beseiged by someone stealing their supplies.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzY1MWFhN2QtMjhmOC00ZWQyLTkwZDktMTg0M2IyNmI5MTcyXkEyXkFqcGc@._V1_SX300.jpg,37,6.0,"3,335",tt0078790,movie,N/A,"$20,931,111",N/A,N/A
2017,Babes in Toyland,1961,Approved,14 Dec 1961,106 min,"Comedy, Family, Fantasy",Jack Donohue,"Victor Herbert, Glen MacDonough, Ward Kimball","Ray Bolger, Tommy Sands, Annette Funicello","Tom the Piper's Son is about to marry Mary Quite Contrary. On the eve of their wedding, evil miser Barnaby hires two henchmen to drown Tom and steal Mary's sheep, cared for by Little Bo Peep, thus depriving Mary and the children she lives with of their livelihood, forcing her to marry Barnaby. The sheep are stolen, but Gonzorgo and Roderigo, Barnaby's henchmen, double-cross him by selling Tom to a band of gypsies instead, leaving Tom with the opportunity to escape and make his way with Mary, Bo-Peep, and other Mother Goose characters to Toyland.",English,United States,Nominated for 2 Oscars. 1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZDkzNTYxZTYtMDgxMi00ZDcyLWE1YTMtZWI0YmZkMGE4MzZhXkEyXkFqcGc@._V1_SX300.jpg,55,6.1,"4,909",tt0054649,movie,N/A,"$10,218,316",N/A,N/A
2018,Bambi,1942,Approved,21 Aug 1942,69 min,"Animation, Adventure, Drama","James Algar, Samuel Armstrong, David Hand","Felix Salten, Perce Pearce, Larry Morey","Hardie Albright, Stan Alexander, Bobette Audrey","It's spring, and all the animals of the forest are excited by the forest's latest birth, a buck fawn his mother has named Bambi. The animals are more excited than usual as Bambi's lineage means he will inherit the title of prince of the forest. Along with his mother, Bambi navigates through life with the help of his similarly aged friends, Thumper, a rabbit kit who needs to be continually reminded by his mother of all the lessons his father has taught him about how to live as a rabbit properly, and Flower, a skunk kit who likes his name. As different animals, they have their own issues and challenges which may not translate to the others. Being similarly aged, Bambi, Thumper and Flower may have to experience the uncharted phases of their lives without the knowledge or wisdom unless gleaned from those who have gone through them before. Bambi has to learn early that the lives of deer and of many of the other forest animals are not without their inherent dangers, for deer especially in the beautiful albeit exposed meadow. Bambi will also find that his ascension to prince of the forest is not a guarantee as other buck deer and situations may threaten that ascension.",English,United States,Nominated for 3 Oscars. 6 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTIyZDk5NDItZmU5Yy00N2Y5LWI2ZDItMzEyZDhiYjI3MDdmXkEyXkFqcGc@._V1_SX300.jpg,91,7.3,"156,343",tt0034492,movie,N/A,"$102,247,150",N/A,N/A
2020,Dangerous Liaisons,1988,R,24 Feb 1989,119 min,"Drama, Romance",Stephen Frears,"Christopher Hampton, Choderlos de Laclos","Glenn Close, John Malkovich, Michelle Pfeiffer","In 18th century France, the Marquise de Merteuil and the Vicomte de Valmont play a dangerous game of seduction. Valmont is someone who measures success by the number of his conquests and Merteuil challenges him to seduce the soon to be married Cecile de Volanges and provide proof in writing of his success. His reward for doing so will be to spend the night with Merteuil. He has little difficulty seducing Cecile but what he really wants is to seduce Madame de Tourvel. When Merteuil learns that he has actually fallen in love with her, she refuses to let him claim his reward for seducing Cecile. Death soon follows.",English,"United States, United Kingdom",Won 3 Oscars. 21 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMzA4MTNjYmQtNTc3Mi00MGNkLWE4M2MtMTgyZjg2ZmY5MGRlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,74,7.5,"75,865",tt0094947,movie,N/A,"$34,670,720",N/A,N/A
2021,Dune,1984,PG-13,14 Dec 1984,137 min,"Action, Adventure, Sci-Fi",David Lynch,"Frank Herbert, David Lynch","Kyle MacLachlan, Virginia Madsen, Francesca Annis","In the distant year of 10191, all the planets of the known Universe are under the control of Padishah Emperor Shaddam IV and the most important commodity in the Universe is a substance called the spice ""MELANGE"" which is said to have the power of extending life, expanding the consciousness and even to ""fold space"" ; being able to travel to any distance without physically moving. This spice ""MELANGE"" is said to only be produced in the desert planet of Arrakis, where the FREMEN people have the prophecy of a man who will lead them to true freedom. This ""desert planet""of Arrakis is also known as DUNE. A secret report of the space ""GUILD"" talks about some circumstances and plans that could jeopardize the production of ""SPICE"" with four planets involved: ARRAKIS, CALADAN, GIEDI PRIME and KAITAIN, a world at least visually very alike to Earth and house of the Emperor of the known Universe. The ""GUILD"" sends a third stage navigator to KAITAIN to ask details from the Emperor and to demand him the killing of young Paul Atreides, son of the Duke Leto Atreides of CALADAN.",English,"United States, Mexico",Nominated for 1 Oscar. 2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMGJlMGM3NDAtOWNhMy00MWExLWI2MzEtMDQ0ZDIzZDY5ZmQ2XkEyXkFqcGc@._V1_SX300.jpg,41,6.3,"183,228",tt0087182,movie,N/A,"$30,925,690",N/A,N/A
2022,The Last Temptation of Christ,1988,R,12 Aug 1988,164 min,Drama,Martin Scorsese,"Nikos Kazantzakis, Paul Schrader","Willem Dafoe, Harvey Keitel, Barbara Hershey","The carpenter, Jesus of Nazareth, tormented by the temptations of demons, the guilt of making crosses for the Romans, pity for men and the world, and the constant call of God, sets out to find what God wills for Him. But as His mission nears fulfillment, He must face the greatest temptation; the normal life of a good man. Based, not on the Gospels, but on Nikos Kazantzakis' novel of the same name.",English,"Canada, United States",Nominated for 1 Oscar. 2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZjE2MWE2NDQtMjIzYy00OGY4LTk3YjktZTE2MWExYmEzMjM5XkEyXkFqcGc@._V1_SX300.jpg,80,7.5,"64,152",tt0095497,movie,N/A,"$8,373,585",N/A,N/A
2023,The Godfather Part III,1990,R,25 Dec 1990,162 min,"Crime, Drama",Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola","Al Pacino, Diane Keaton, Andy Garcia","In the final installment of the Godfather Trilogy, an aging Don Michael Corleone seeks to legitimize his crime family's interests and remove himself from the violent underworld but is kept back by the ambitions of the young. While he attempts to link the Corleone's finances with the Vatican, Michael must deal with the machinations of a hungrier gangster seeking to upset the existing Mafioso order and a young protege's love affair with his daughter.","English, Italian, German, Latin, Persian",United States,Nominated for 7 Oscars. 6 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMDVjODgzNTEtNjBiNS00ODBjLWEwZjUtMDljZTFhOTA4M2MxXkEyXkFqcGc@._V1_SX300.jpg,60,7.6,"430,275",tt0099674,movie,N/A,"$66,761,392",N/A,N/A
2024,The Rapture,1991,R,04 Oct 1991,100 min,"Drama, Mystery, Thriller",Michael Tolkin,Michael Tolkin,"Mimi Rogers, David Duchovny, Darwyn Carson","This is the story of a young woman (who lives in Los Angeles) with a very boring job. At night however, she and a male partner cruise the bars as swingers. After a time, she begins to believe that a conspiracy exists and decides that she must become a born-again Christian. The movie presents an interesting view of how even the most unlikely person might become born-again.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BZTVhMTk4ZGMtYzcxMS00NTdjLWFlYjYtOTRlNmNjNDA4MGQ1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,6.3,"6,061",tt0102757,movie,N/A,"$1,277,404",N/A,N/A
2025,Lolita,1997,R,25 Sep 1998,137 min,"Drama, Romance",Adrian Lyne,"Vladimir Nabokov, Stephen Schiff","Jeremy Irons, Dominique Swain, Melanie Griffith","In early adolescence, Humbert fell hopelessly and tragically in love with a girl his own age, and, as he grew into adulthood, he never lost his obsession with ""nymphets,"" teenagers who walk a fine line between being a girl and a woman. While looking for a place to live after securing a new teaching position, he meets Charlotte Haze (Melanie Griffith), a pretentious and annoying woman who seems desperately lonely and is obviously attracted to Humbert. Humbert pays her little mind until he meets her 13-year-old daughter Lolita (Dominique Swain), the image of the girl that Humbert once loved. Humbert moves into the Haze home as a boarder and eventually marries Charlotte in order to be closer to Lolita. When Charlotte finds out about Humbert's attraction to her daughter, she flees the house in a rage, only to be killed in an auto accident. Without telling Lolita of her mother's fate, Humbert takes her on a cross-country auto trip, where their relationship begins to move beyond the traditional boundaries of stepfather and step-daughter..",English,"France, United States, United Kingdom",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTRmN2FlYjUtOTQyNi00YTA3LWI0Y2YtNDIyMWQ0Y2IwYjhlXkEyXkFqcGc@._V1_SX300.jpg,46,6.8,"68,232",tt0119558,movie,N/A,"$1,071,255",N/A,N/A
2026,Disturbing Behavior,1998,R,24 Jul 1998,84 min,"Horror, Mystery, Sci-Fi",David Nutter,Scott Rosenberg,"James Marsden, Katie Holmes, Nick Stahl","After the suicide of the teenager Allen Clark, his family decides to move from Chicago to the quiet Cradle Bay Island seeking a peaceful life for the siblings Steve and Lindsay Clark. When Steve joins the local high-school, the outcast Gavin Strick befriends Steve and introduces his also rejected friend Rachel Wagner to the newcomer. Gavin exposes to Steve in the refectory the punks, the nerds and the different tribes of the school and he defends the weird theory that a sinister force changes the behavior of the annoyingly perfect ""Blue Ribbons"", a group of good students that wear identical jackets and gather in the Yogurt Shoppe. Further he tells that he had witnessed the blue ribbon Andy Efkin killing their schoolmate Mary Jo that is missing and the local Officer Cox covering the murder. Steve does not believe in Gavin's words, but when his friend is submitted to the treatment of Dr. Edgar Caldicott and immediately changes his behavior, joining the Blue Ribbons, Steve and Rachel decides to investigate the mystery discovering the dark secret of the perfect behavior.",English,"Canada, Australia, United States",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjE2YWJhOTctZTE4Yy00ZDZhLTkzNGEtNzgzOGNjZWM5YWYwXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.6,"25,806",tt0134619,movie,N/A,"$17,514,980",N/A,N/A
2027,Mafia!,1998,PG-13,24 Jul 1998,87 min,"Comedy, Crime",Jim Abrahams,"Jim Abrahams, Greg Norberg, Michael McManus","Jay Mohr, Christina Applegate, Lloyd Bridges","Young Vincenzo Cortino, son of a Sicilian postman, delivers a package for his father and accidentally sees something he should not see. In a donkey's, well, he is smuggled out of town, where he tries to reach a ship headed for America. There, Vincenzo works his way up to the top of the Mafia. One day, his youngest son makes a mistake and has to leave town. A little later, he ends up as a casino boss in Las Vegas. But the heads of the other families want old Don Cortino out of the way. So, they shoot him 47 times and send a *very* attractive woman to distract his son from his casino work. Will he fall for her or will he return to Diane, who, by the way, had run for President successfully in the meantime?","English, Italian",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYzQzOGNlOTEtYmY0OS00MjE1LWFhMzQtN2JlZTI0ZTQ0NzNjXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.5,"16,154",tt0120741,movie,N/A,"$19,889,299",N/A,N/A
2028,Saving Private Ryan,1998,R,24 Jul 1998,169 min,"Drama, War",Steven Spielberg,Robert Rodat,"Tom Hanks, Matt Damon, Tom Sizemore","Opening with the Allied invasion of Normandy on 6 June 1944, members of the 2nd Ranger Battalion under Cpt. Miller fight ashore to secure a beachhead. Amidst the fighting, two brothers are killed in action. Earlier in New Guinea, a third brother is KIA. Their mother, Mrs. Ryan, is to receive all three of the grave telegrams on the same day. The United States Army Chief of Staff, George C. Marshall, is given an opportunity to alleviate some of her grief when he learns of a fourth brother, Private James Ryan, and decides to send out 8 men (Cpt. Miller and select members from 2nd Rangers) to find him and bring him back home to his mother...","English, French, German, Czech",United States,Won 5 Oscars. 79 wins & 75 nominations total,https://m.media-amazon.com/images/M/MV5BZGZhZGQ1ZWUtZTZjYS00MDJhLWFkYjctN2ZlYjE5NWYwZDM2XkEyXkFqcGc@._V1_SX300.jpg,91,8.6,"1,522,377",tt0120815,movie,N/A,"$217,049,603",N/A,N/A
2032,The Barefoot Executive,1971,G,17 Mar 1971,96 min,"Comedy, Family",Robert Butler,"Joseph L. McEveety, Lila Garrett, Bernie Kahn","Kurt Russell, Joe Flynn, Harry Morgan",A young man who works in the mailroom at a TV network wants to move up the corporate ladder but finds himself stymied by his selfish boss. By chance he discovers that his neighbor's chimpanzee has a knack for picking successful TV programs. He uses the chimp's programming skills to land himself a job in the programming department of the network.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODUxYzY0YTEtYmFhNy00YTQzLTgzZWUtYmQ4NWE5MzcwYmQzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,55,5.9,"2,087",tt0066811,movie,N/A,N/A,N/A,N/A
2033,The Black Cauldron,1985,PG,24 Jul 1985,80 min,"Animation, Action, Adventure","Ted Berman, Richard Rich","Lloyd Alexander, David Jonas, Vance Gerry","Grant Bardsley, Freddie Jones, Susan Sheridan","Centuries ago, in the land of Prydain, a young man named Taran is given the task of protecting Hen Wen, a magical oracular pig, who knows the location of the mystical black cauldron. This is not an easy task, for The Evil Horned King will stop at nothing to get the cauldron.","English, Portuguese",United States,N/A,https://m.media-amazon.com/images/M/MV5BYjEzNjJkNzktYmNmMy00ZmUzLWE3OTMtZTM2ZDU3ODNjOGMyXkEyXkFqcGc@._V1_SX300.jpg,59,6.3,"41,670",tt0088814,movie,N/A,"$21,288,692",N/A,N/A
2034,The Black Hole,1979,PG,21 Dec 1979,98 min,"Action, Sci-Fi",Gary Nelson,"Jeb Rosebrook, Bob Barbash, Richard H. Landau","Maximilian Schell, Anthony Perkins, Robert Forster","An Earth exploratory ship, the USS Palomino, discovers a black hole with a lost ship, the USS Cygnus, just outside its event horizon. Deciding to solve the mystery of the Cygnus are: the Palomino's Captain, Dan Holland; his First Officer, Lieutenant Charlie Pizer; journalist Harry Booth; scientist and ESP-sensitive Dr. Kate McCrae, whose father was the Cygnus's First Officer; Dr. Alex Durant, the expedition's civilian leader; and the robot known as V.I.N.CENT. The Palomino attempts a dangerous fly-by of the darkened ship. As they come within close range of it, the buffeting they experience (due to the black hole's gravity) suddenly ceases. They bring more instruments to bear on the derelict, but do not even realize the gravity-free zone is artificial; slipping outside it, they are almost drawn into the black hole, an abyss from which no one can escape. Matters worsen when Reinhardt holds the crew captive, after realizing that they can help him reach his goal. The squad must now figure out a way to flee from Reinhardt -- before it's too late.",English,United States,Nominated for 2 Oscars. 8 nominations total,https://m.media-amazon.com/images/M/MV5BYWNiMDIxZTItOTBmMy00MTM3LWFjZmItZjk1MGJhMzQ5MDkzXkEyXkFqcGc@._V1_SX300.jpg,52,5.9,"28,515",tt0078869,movie,N/A,"$35,841,901",N/A,N/A
2035,Blackbeard's Ghost,1968,Approved,08 Feb 1968,106 min,"Comedy, Family, Fantasy",Robert Stevenson,"Bill Walsh, Don DaGradi, Ben Stahl","Peter Ustinov, Dean Jones, Suzanne Pleshette","In this comedy, Sir Peter Ustinov is the famous pirate's ghost that returns to our time. Blackbeard has been cursed by his last wife who was a notorious witch, so that he will never die. The only way to ""break"" the curse is to do (for once in his life) a good act. Is the famous pirate able to do something good?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTU3NzZlMzItY2YwMC00NWY0LWEwMGQtYjgyZmRjOGFjYjRkXkEyXkFqcGc@._V1_SX300.jpg,71,6.8,"6,886",tt0062737,movie,N/A,"$10,900,000",N/A,N/A
