MovieID,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
3014,Bustin' Loose,1981,R,22 May 1981,94 min,"Comedy, Drama","Oz Scott, Michael Schultz","Lonne Elder III, Richard Pryor, Roger L. Simon","Richard Pryor, Cicely Tyson, Angel Ramirez Jr.","After violating his probation, ex-con Joe Braxton is given a second chance at freedom: schoolteacher Vivian Perry hires him to repair an old school bus and use it to drive a group of special-education kids from Philadelphia, where their home, The Clarmont Center for Children, is being shut down, to their new home at Ms. Perry's Washington Farm. The kids have severe mental problems and Joe is not looking forward to the trip, but he starts to bond with them and Vivian and offers his support and love as he changes his outlook on life. But social worker Donald, who gave Joe his break (and is Vivian's lover), is hot on their trail and wants Joe back in prison. Joe and Vivian must now stop Donald from sending the children back to Philadelphia, where they'll have no future.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMjMxNzhmNWUtMDJiNS00ODRjLWFlZmItZWVkNTc2NGE5YTE1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,55,6.0,"3,759",tt0082121,movie,N/A,"$31,261,269",N/A,N/A
3015,Coma,1978,PG,06 Jan 1978,113 min,"Drama, Mystery, Thriller",Michael Crichton,"Michael Crichton, Robin Cook","Michael Douglas, Rip Torn, Geneviève Bujold","A young doctor at a hospital, Susan Wheeler (played by Geneviève Bujold), starts noticing a pattern of strange occurrences with patients. Healthy patients are suddenly developing complications and ending up in comas. She starts investigating and what she reveals is astonishing.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZTU4YWFkZjctYjJjYy00YzU4LWIxMTktOTA3MDdmMjZiYTRjXkEyXkFqcGc@._V1_SX300.jpg,60,6.9,"21,538",tt0077355,movie,N/A,N/A,N/A,N/A
3016,Creepshow,1982,R,10 Nov 1982,120 min,"Comedy, Fantasy, Horror",George A. Romero,Stephen King,"Hal Holbrook, Leslie Nielsen, Adrienne Barbeau",Five tales of terror are presented. The first deals with a demented old man returning from the grave to get the Father's Day cake his murdering daughter never gave him. The second is about a not-too-bright farmer discovering a meteor that turns everything into plant-life. The third is about a vengeful husband burying his wife and her lover up to their necks on the beach. The fourth is about a creature that resides in a crate under the steps of a college. The final story is about an ultra-rich businessman who gets his comeuppance from cockroaches.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTA3YTM5M2EtZWU2OC00ZDI1LTkxYTQtZjY3OTNmZDQ2MGNlXkEyXkFqcGc@._V1_SX300.jpg,59,6.8,"54,297",tt0083767,movie,N/A,"$21,028,755",N/A,N/A
3017,Creepshow 2,1987,R,01 May 1987,92 min,"Fantasy, Horror",Michael Gornick,"Stephen King, George A. Romero, Lucille Fletcher","George Kennedy, Lois Chiles, Domenick John","""Creepshow 2"" is divided into three stories, conducted by a leading segment where a boy that loves the horror comic book Creepshow buys seeds of carnivorous plant and is bullied by four teenagers. Meanwhile the Creep tells the tales of Creepshow: (1) ""Old Chief Wood'nhead"" - The elders Ray (George Kennedy) and Martha Spruce (Dorothy Lamour) have lived their whole life and raised their family with their small store in an Arizona town. Now the town is economically decadent and Ray gives credit to his customers; including the Indians of Ben Whitemoon's tribe. When Ray is repairing the wooden statue of an old chief in the front door, Ben (Frank Salsedo) arrives and asks him to keep the jewels of his tribe as a guarantee for their debts. However, Ben's nephew Sam (Holt McCallany) unexpectedly arrives with two other punks to steal Ray, and he kills the elders. They expect to travel to Hollywood, but the Old Chief Wood'nhead will not let them go. (2) ""The Raft"" - The teenagers Deke (Paul Satterfield) and Randy (Daniel Beer) travel with Laverne (Jeremy Green) and Rachel (Page Hannah) to a lake expecting to smoke weed, swim and get laid. They swim to a raft that is floating in the middle of the lake, but they discover a carnivorous blob in the lake that is hungry. (3) ""The Hitchhiker"" - In Maine, the unfaithful Annie Lansing (Lois Chiles) stays too long having sex with her escort and is late to meet her husband in the airport. She drives her Mercedes Benz in a hurry and loses control on the road. Annie runs over a hitchhiker, but she does not help the man and hit-and-run, questioning whether she can live with the situation. She discovers that the hitchhiker will not leave her.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMmVmMjdmMmQtMzY1MS00MzFjLTk2NzAtMGJhNTEzZmJiNDY0XkEyXkFqcGc@._V1_SX300.jpg,39,6.0,"28,883",tt0092796,movie,N/A,"$14,000,000",N/A,N/A
3018,Re-Animator,1985,Unrated,18 Oct 1985,84 min,"Comedy, Horror, Sci-Fi",Stuart Gordon,"H.P. Lovecraft, Dennis Paoli, William Norris","Jeffrey Combs, Bruce Abbott, Barbara Crampton","Obsessed with the idea of overcoming the obstacle of death and determined to vindicate himself by backing up his theory, the ambitious medical student, Herbert West, arrives in New England, after the horrific incident at the Institute of Medicine in Switzerland. Before long, Herbert will pick up where he left off--at first, experimenting with dead feline tissue, and then, with fresh human cadavers--talking his sceptic roommate, Dan Cain, into joining his audacious project. Inevitably, as the two young scientists burrow deeper and deeper into uncharted territories, the campus will start brimming with West's reanimated corpses, catching the eye of his arch-nemesis, Dr Hill, who yearns to take credit for this astounding discovery. The dead will rise again, even with a bit of help; however, can the young re-animator harness the power of his phosphorescent green reagent?","English, German",United States,4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BZGZhYzk5MDEtOTc2Yi00ZTAyLWI1MjctZDYzYzhmNzgyZThlXkEyXkFqcGc@._V1_SX300.jpg,73,7.2,"72,895",tt0089885,movie,N/A,"$2,023,414",N/A,N/A
3019,Drugstore Cowboy,1989,R,20 Oct 1989,101 min,"Crime, Drama",Gus Van Sant,"James Fogle, Gus Van Sant, Daniel Yost","Matt Dillon, Kelly Lynch, James Le Gros",A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,English,United States,12 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BNWM0NzdhODQtOWRiOC00NDc1LTk3ZTMtNTBmMzg4YTNjYWVhXkEyXkFqcGc@._V1_SX300.jpg,82,7.2,"41,541",tt0097240,movie,N/A,"$4,729,352",N/A,N/A
3020,Falling Down,1993,R,26 Feb 1993,113 min,"Action, Crime, Drama",Joel Schumacher,Ebbe Roe Smith,"Michael Douglas, Robert Duvall, Barbara Hershey","On the day of his daughter's (Joey Singer) birthday, William ""D-Fens"" Foster (Michael Douglas) is trying to get to his estranged ex-wife's (Barbara Hershey) house to see his daughter. He has a breakdown and leaves his car in a traffic jam in Los Angeles and decides to walk. Along the way he stops at a convenience store and tries to get some change for a phone call but the owner, Mister Lee (Michael Paul Chan), does not give him change. This destabilizes William who then breaks apart the shop with a baseball bat and goes to an isolated place to drink a coke. Two gangsters (Agustin Rodriguez &amp; Eddie Frias) threaten him and he reacts by hitting them with the bat. D-FENS continues walking and stops at a phone booth. The gangsters hunt him down with their gang and shoot at him but crash their car. William goes nuts and takes their gym bag with weapons proceeding in his journey of rage against injustice. Meanwhile Sergeant Martin Prendergast (Robert Duvall), who is working on his last day before retirement, is following the wave of crimes and believes that the same man is responsible but the other detectives do not pay attention to him.","English, Spanish, Korean","France, United States",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BZmE2MGQ4OWEtMmUzYS00ZDBhLTg4ZDAtZGRhYWNkOTAzYWQyXkEyXkFqcGc@._V1_SX300.jpg,56,7.6,"211,386",tt0106856,movie,N/A,"$40,903,593",N/A,N/A
3021,The Funhouse,1981,R,13 Mar 1981,96 min,Horror,Tobe Hooper,Lawrence J. Block,"Elizabeth Berridge, Shawn Carson, Jeanne Austin","The teenager Amy Harper dates Buzz Dawson for the first time and they go to the carnival with their friends Richie and Liz. They smoke grass and have good-time visiting the attractions including a side show with freak animals. The silly Richie suggests the group to spend the night in the Funhouse for fun. During the night, they witness the murder of the fortune teller Madame Zena by a man wearing a mask of Frankenstein from an opening in the ceiling of a room. They decide to leave the fun house but they find all the exits locked. Meanwhile Richie sneaks in the room and steals the money of the manager of the place. The masked man returns with his father and owner of the fun house to show the corpse of Madame Zena; when the man realizes that he had been robbed, he presses his son that removes the mask and shows his horrible face. Richie startles and drops his lighter in the room. The owner asks his freak son to chase the thieves and eyewitnesses in a night of terror for the teenagers.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjgyMTY4YzUtNDUzYi00ZTlkLTg1MmYtYzU4MTRkNzc3NzMyXkEyXkFqcGc@._V1_SX300.jpg,56,5.9,"16,837",tt0082427,movie,N/A,"$7,886,857",N/A,N/A
3022,General Motors Around the World,1927,N/A,N/A,38 min,"Documentary, Short",N/A,N/A,N/A,N/A,"None, English",United States,N/A,N/A,N/A,N/A,N/A,tt5503754,movie,N/A,N/A,N/A,N/A
3023,My Best Girl,1927,Passed,31 Oct 1927,80 min,"Comedy, Romance",Sam Taylor,"Kathleen Norris, Allen McNeil, Tim Whelan","Mary Pickford, Charles 'Buddy' Rogers, Sunshine Hart","Joe Merrill, son of the millionaire owner of a chain of 5 and 10 cent stores, poses as Joe Grant, and takes a job in the stockroom of one of his father's stores, to prove that he can be a success without his father's influence. There he meets stockroom girl Maggie Johnson, and they fall in love. This causes problems, because Mrs. Merrill had planned for her son to marry Millicent Rogers, a high society girl.",English,United States,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjI1NzI2OTY3MV5BMl5BanBnXkFtZTgwODk1MjgwMjE@._V1_SX300.jpg,N/A,7.4,912,tt0018183,movie,N/A,N/A,N/A,N/A
3024,Piranha,1978,R,03 Aug 1978,94 min,"Comedy, Horror, Sci-Fi",Joe Dante,"Richard Robinson, John Sayles","Bradford Dillman, Heather Menzies-Urich, Kevin McCarthy","When flesh-eating piranhas are accidentally released into a summer resort's rivers, the guests become their next meal.",English,"Japan, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjBlMTFmOGYtYzE1Ny00YTY0LWE3YTAtNzIzYzllMTFmMmY1XkEyXkFqcGc@._V1_SX300.jpg,71,5.9,"25,558",tt0078087,movie,N/A,N/A,N/A,N/A
3025,Rough Night in Jericho,1967,Approved,01 Aug 1967,104 min,"Romance, Western",Arnold Laven,"Sydney Boehm, Marvin H. Albert","Dean Martin, Jean Simmons, George Peppard","Playing against type, Dean Martin is Alex Flood, an ex-lawman who has decided to illegally profit from his abilities. He now owns most of the town of Jericho, and has hired a band of gunmen to enforce his edicts. Outside of town, Flood ambushes a stagecoach that is carrying a passenger, ex-deputy Dolan, played by George Peppard. From a hidden spot in the brush, Flood shoots up the coach and rides away. Arriving in town, Dolan meets Molly Lang (played by Jean Simmons), who has refused Flood's attempts to take over operation of her stage line. After a few days, Dolan becomes attracted to Molly, but he sees that the odds against them are too great and is on the verge of leaving town. But, after Flood sends his men to intimidate Molly and one and physically roughs her up, Dolan steps in. He organizes the few men in town who are willing to put up a fight, and they attack enterprises are owned by Flood. Finally, in a showdown, Flood and Dolan battle it out, coincidentally in the same spot that Dolan originally ambushed the stagecoach.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzg5YTFmZmYtYzMyZC00ZWZiLWE5NWYtZDM0MzgwZGNiZTQzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,6.3,"1,525",tt0062218,movie,N/A,N/A,N/A,N/A
3026,Slaughterhouse,1987,R,28 Aug 1987,85 min,"Comedy, Horror",Rick Roessler,Rick Roessler,"Joe B. Barton, Don Barrett, Sherry Leigh",Owner of a closed down slaughterhouse sets his intellectually disabled psychopathic son on the people who want to take his land away and the unlucky teens that decided to party there.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWVmYzdjN2MtOGJhYi00ZDY2LWI5MWQtMjdhMzNhNDY4ZTVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.3,"2,987",tt0093990,movie,N/A,N/A,N/A,N/A
3028,The Taming of The Shrew,1967,Approved,08 Mar 1967,122 min,"Comedy, Drama, Romance",Franco Zeffirelli,"William Shakespeare, Paul Dehn, Suso Cecchi D'Amico","Elizabeth Taylor, Richard Burton, Cyril Cusack","Baptista (Sir Michael Hordern), a rich Paduan merchant, announces that his fair young daughter, Bianca (Natasha Pyne), will remain unwed until her older sister, Katharina (Dame Elizabeth Taylor), a hellish shrew, has wed. Lucentio (Michael York), a student and the son of a wealthy Pisan merchant, has fallen in love with Bianca. He poses as a tutor of music and poetry to gain entrance to the Baptista household and to be near Bianca. Meanwhile, Petruchio (Richard Burton), a fortune-hunting scoundrel from Verona, arrives in Padua, hoping to capture a wealthy wife. Hortensio (Victor Spinetti), another suitor of Bianca, directs Petruchio's attention to Katharina. When Hortensio warns him about Katharina's scolding tongue and fiery temper, Petruchio is challenged and resolves to capture her love. Hortensio and another suitor of Bianca, Gremio (Alan Webb), agree to cover Petruchio's costs as he pursues Katharina.",English,"Italy, United States",Nominated for 2 Oscars. 7 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BYTI5MmMzZjYtZTk5Yi00ZmRjLTkzODUtMWNkY2UwMTE0ZGFiXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,7.1,"8,787",tt0061407,movie,21 Jul 2009,N/A,N/A,N/A
3029,Nighthawks,1981,R,10 Apr 1981,99 min,"Action, Crime, Thriller","Bruce Malmuth, Gary Nelson, Sylvester Stallone","David Shaber, Paul Sylbert","Sylvester Stallone, Rutger Hauer, Billy Dee Williams","Deke DaSilva (Sylvester Stallone) and Matthew Fox (Billy Dee Williams) are two New York City cops who get transferred to an elite anti-terrorism squad. About this same time, an infamous international terrorist shows up in New York City looking to cause some chaos. It's up to DaSilva and Fox to stop him, but will they be in time?","English, German, French, Swedish",United States,N/A,https://m.media-amazon.com/images/M/MV5BZmZjODZmMTYtMDQ3OS00YjBmLTk4ZmYtMDBmOTM3ZDY1ZGNiXkEyXkFqcGc@._V1_SX300.jpg,56,6.3,"22,191",tt0082817,movie,N/A,"$14,905,359",N/A,N/A
3030,Yojimbo,1961,Not Rated,13 Sep 1961,110 min,"Action, Drama, Thriller",Akira Kurosawa,"Akira Kurosawa, Ryûzô Kikushima","Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai","Sanjuro, a wandering samurai enters a rural town in nineteenth century Japan. After learning from the innkeeper that the town is divided between two gangsters, he plays one side off against the other. His efforts are complicated by the arrival of the wily Unosuke, the son of one of the gangsters, who owns a revolver. Unosuke has Sanjuro beaten after he reunites an abducted woman with her husband and son, then massacres his father's opponents. During the slaughter, the samurai escapes with the help of the innkeeper; but while recuperating at a nearby temple, he learns of innkeeper's abduction by Unosuke, and returns to the town to confront him.",Japanese,Japan,Nominated for 1 Oscar. 5 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_SX300.jpg,93,8.2,"133,638",tt0055630,movie,N/A,"$46,808",N/A,N/A
3031,Repossessed,1990,PG-13,14 Sep 1990,80 min,"Comedy, Fantasy, Horror",Bob Logan,Bob Logan,"Leslie Nielsen, Linda Blair, Ned Beatty","It's been some time since Father Jebedaiah Mayii exorcised the devil from little Nancy Aglet, but now Nancy has grown up and has a family, the demon returns and repossesses Nancy. With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BZDU0NmMwMGYtMzI1Yi00OTkzLWE1N2YtYTY2ZmQxZWI3OTNiXkEyXkFqcGc@._V1_SX300.jpg,31,4.8,"10,106",tt0100475,movie,N/A,"$1,382,462",N/A,N/A
3032,The Omega Man,1971,PG,01 Aug 1971,98 min,"Action, Drama, Sci-Fi",Boris Sagal,"John William Corrington, Joyce Hooper Corrington, Richard Matheson","Charlton Heston, Anthony Zerbe, Rosalind Cash","Due to an experimental vaccine, Dr. Robert Neville is the only survivor of an apocalyptic war waged with biological weapons. The plague caused by the war has killed everyone else except for a few hundred deformed, nocturnal people calling themselves ""The Family"". The plague has caused them to become sensitive to light, as well as homicidally psychotic. They believe science and technology to be the cause of the war and their punishment, and Neville, as the last symbol of science, the old world, and a ""user of the wheel"", must die. Neville, using electricity, machinery, and science attempts to hold them at bay.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYTExYjc1YjYtMDVmYy00NjNmLTg1NzYtZjNlNWI5ZjNiMTgyXkEyXkFqcGc@._V1_SX300.jpg,56,6.4,"34,402",tt0067525,movie,N/A,"$8,720,000",N/A,N/A
3033,Spaceballs,1987,PG,24 Jun 1987,96 min,"Adventure, Comedy, Sci-Fi",Mel Brooks,"Mel Brooks, Thomas Meehan, Ronny Graham","Mel Brooks, John Candy, Rick Moranis","On the peaceful planet Druidia, King Roland attempts to marry his daughter Princess Vespa to Prince Valium, but Vespa and her loyal droid Dot Matrix escape during her wedding. After wasting the fresh air on the distant planet Spaceball, the good-for-nothing President Skroob orders the archvillain henchman Dark Helmet to kidnap Princess Vespa to force King Roland to provide them with the code to Druidia's atmosphere. Under those circumstances, the seasoned mercenary Lone Starr and his trusty half-human, half-canine sidekick Barf will attempt to save the Princess in distress, while at the same time, the ruthless loan-shark Pizza the Hutt is after them. But in the end, only he who can harness the mystical and mighty force known only as ""The Schwartz"" will be able to save the day.","English, German",United States,1 win,https://m.media-amazon.com/images/M/MV5BZWNhNWM3NWQtNTMwNy00NThiLWFkZDYtYzBlZTQyZGU2YzE1XkEyXkFqcGc@._V1_SX300.jpg,46,7.1,"211,047",tt0094012,movie,N/A,"$38,119,483",N/A,N/A
