MovieID,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
11,The American President,1995,PG-13,17 Nov 1995,114 min,"Comedy, Drama, Romance",Rob Reiner,Aaron Sorkin,"Michael Douglas, Annette Bening, Martin Sheen","Andrew Shepherd is approaching the end of his first term as President of the United States. He's a widower with a young daughter and has proved to be popular with the public. His election seems assured. That is until he meets Sydney Ellen Wade, a paid political activist working for an environmental lobby group. He's immediately smitten with her and after several amusing attempts, they finally manage to go on a date (which happens to be a State dinner for the visiting President of France). His relationship with Wade opens the door for his prime political opponent, Senator Bob Rumson, to launch an attack on the President's character, something he could not do in the previous election as Shepherd's wife had only recently died.","English, French, Spanish",United States,Nominated for 1 Oscar. 1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZTcyNDAzYTUtNjBjMC00YTk3LTg5MTItMzM3MjhlNGE5YWNlXkEyXkFqcGc@._V1_SX300.jpg,67,6.8,"61,352",tt0112346,movie,N/A,"$60,079,496",N/A,N/A
12,Dracula: Dead and Loving It,1995,PG-13,22 Dec 1995,88 min,"Comedy, Fantasy, Horror",Mel Brooks,"Mel Brooks, Rudy De Luca, Steve Haberman","Leslie Nielsen, Mel Brooks, Peter MacNicol","Another spoof from the mind of Mel Brooks . This time he's out to poke fun at the Dracula myth. Basically, he took ""Bram Stoker's Dracula,"" gave it a new cast and a new script and made a big joke out of it. The usual, rich English are attacked by Dracula and Dr. Van Helsing is brought in to save the day.","English, German","France, United States",N/A,https://m.media-amazon.com/images/M/MV5BN2I2MjQzYTgtZWU5ZS00ZGZmLWFhNmQtNjVlODE0OTM4Y2JhXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.8,"45,832",tt0112896,movie,N/A,"$10,772,144",N/A,N/A
13,Balto,1995,G,22 Dec 1995,78 min,"Animation, Adventure, Drama",Simon Wells,"Cliff Ruby, Elana Lesser, David Steven Cohen","Kevin Bacon, Bob Hoskins, Bridget Fonda","A half-wolf, half-husky named Balto gets a chance to become a hero when an outbreak of diphtheria threatens the children of Nome, Alaska in the winter of 1925. He leads a dog team on a 600-mile trip across the Alaskan wilderness to get medical supplies. The film is based on a true story which inspired the Iditarod dog sled race.",English,"United States, United Kingdom",5 nominations,https://m.media-amazon.com/images/M/MV5BNzY2OGY3MTYtMTlhNC00MDUyLWE2OGEtNzMzZjQxYjFiYjRiXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.1,"48,863",tt0112453,movie,N/A,"$11,348,324",N/A,N/A
14,Nixon,1995,R,05 Jan 1996,192 min,"Biography, Drama, History",Oliver Stone,"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone","Anthony Hopkins, Joan Allen, Powers Boothe","Writer, Producer, and Director Oliver Stone's exploration of former President Richard Nixon's strict Quaker upbringing, his nascent political strivings in law school, and his strangely self-effacing courtship of his wife, Pat (Joan Allen). The contradictions in his character are revealed early, in the vicious campaign against Helen Gahagan Douglas and the oddly masochistic Checkers speech. His defeat at the hands of the hated and envied John F. Kennedy in the 1960 presidential election, followed by the loss of the 1962 California gubernatorial race, seem to signal the end of his career. Yet, although wholly lacking in charisma, Nixon remains a brilliant political operator, seizing the opportunity provided by the backlash against the antiwar movement to take the Presidency in 1968. It is only when safely in office, running far ahead in the polls for the 1972 Presidential election, that his growing paranoia comes to full flower, triggering the Watergate scandal.","English, Mandarin, Russian",United States,Nominated for 4 Oscars. 11 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BNDk3YWU1NmEtMDBhMC00ZGYwLWFiNzQtMzkwMzg4YjA4MDY4XkEyXkFqcGc@._V1_SX300.jpg,66,7.1,"33,149",tt0113987,movie,N/A,"$13,681,765",N/A,N/A
15,Cutthroat Island,1995,PG-13,22 Dec 1995,124 min,"Action, Adventure, Comedy",Renny Harlin,"Michael Frost Beckner, James Gorman, Bruce A. Evans","Geena Davis, Matthew Modine, Frank Langella","Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her piratical raids.","English, Spanish, Latin, French","France, Italy, Germany, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BZTQ3OWY2NTctOTAyNS00MThjLTgyZjEtNzgzZGNiZDNhODUyXkEyXkFqcGc@._V1_SX300.jpg,37,5.7,"31,134",tt0112760,movie,N/A,"$10,017,322",N/A,N/A
16,Casino,1995,R,22 Nov 1995,178 min,"Crime, Drama",Martin Scorsese,"Nicholas Pileggi, Martin Scorsese","Robert De Niro, Sharon Stone, Joe Pesci","This Martin Scorsese film depicts the Janus-like quality of Las Vegas--it has a glittering, glamorous face, as well as a brutal, cruel one. Ace Rothstein and Nicky Santoro, mobsters who move to Las Vegas to make their mark, live and work in this paradoxical world. Seen through their eyes, each as a foil to the other, the details of mob involvement in the casinos of the 1970s and '80s are revealed. Ace is the smooth operator of the Tangiers casino, while Nicky is his boyhood friend and tough strongman, robbing and shaking down the locals. However, they each have a tragic flaw--Ace falls in love with a hustler, Ginger, and Nicky falls into an ever-deepening spiral of drugs and violence.",English,"United States, France",Nominated for 1 Oscar. 4 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_SX300.jpg,73,8.2,"574,656",tt0112641,movie,N/A,"$42,512,375",N/A,N/A
17,Sense and Sensibility,1995,PG,26 Jan 1996,136 min,"Drama, Romance",Ang Lee,"Jane Austen, Emma Thompson","Emma Thompson, Kate Winslet, James Fleet","When Mr. Dashwood (Tom Wilkinson) dies, he must leave the bulk of his estate to the son by his first marriage, which leaves his second wife and their three daughters Elinor (Dame Emma Thompson), Marianne (Kate Winslet), and Margaret (Emilie François), in straitened circumstances. They are taken in by a kindly cousin, but their lack of fortune affects the marriageability of practical Elinor and romantic Marianne. When Elinor forms an attachment for the wealthy Edward Ferrars (Hugh Grant), his family disapproves and separates them. And though Mrs. Jennings (Elizabeth Spriggs) tries to match the worthy (and rich) Colonel Brandon (Alan Rickman) to her, Marianne finds the dashing and fiery John Willoughby (Greg Wise) more to her taste. Both relationships are sorely tried.","English, French","United Kingdom, United States",Won 1 Oscar. 33 wins & 50 nominations total,https://m.media-amazon.com/images/M/MV5BY2MyZWJhNjktMWQ2My00OTgwLWI1NjEtYjUzM2M2N2M4Mzc4XkEyXkFqcGc@._V1_SX300.jpg,84,7.7,"128,329",tt0114388,movie,N/A,"$43,182,776",N/A,N/A
18,Four Rooms,1995,R,25 Dec 1995,98 min,Comedy,"Allison Anders, Alexandre Rockwell, Robert Rodriguez","Allison Anders, Alexandre Rockwell, Robert Rodriguez","Tim Roth, Antonio Banderas, Sammi Davis","This movie features the collaborative directorial efforts of four new filmmakers, each of whom directs a segment of this comedy. It's New Year's Eve at the Mon Signor Hotel, a former grand old Hollywood hotel, now fallen upon hard times. Often using physical comedy and sight gags, this movie chronicles the slapstick misadventures of Ted, the Bellhop. He's on his first night on the job, when he's asked to help out a coven of witches in the Honeymoon Suite. Things only get worse when he delivers ice to the wrong room and ends up in a domestic argument at a really bad time. Next, he foolishly agrees to watch a gangster's kids for him while he's away. Finally, he finishes off the night refereeing a ghastly wager.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMmNlMjE5YTEtZTU1My00MDc1LTgwNzctNTZlYmJmNTM3ZjYzXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.7,"112,313",tt0113101,movie,N/A,"$4,257,354",N/A,N/A
19,Ace Ventura: When Nature Calls,1995,PG-13,10 Nov 1995,90 min,"Adventure, Comedy, Crime",Steve Oedekerk,"Jack Bernstein, Steve Oedekerk","Jim Carrey, Ian McNeice, Simon Callow","Ace Ventura, emerging from self-imposed exile in a remote Himalayan hideaway, travels to Africa with explorer Fulton Greenwall to find a sacred bat which is told will avert a war between with Wachootoo and Wachati tribes. Of course, when Ace gets involved, all hell breaks loose...",English,United States,7 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjk3ZDUwYTMtYmQyYy00NTg1LWExOTItNTcxODM3NDZiNjMyXkEyXkFqcGc@._V1_SX300.jpg,45,6.4,"237,240",tt0112281,movie,N/A,"$108,385,533",N/A,N/A
20,Money Train,1995,R,22 Nov 1995,110 min,"Action, Comedy, Crime",Joseph Ruben,"Doug Richardson, David Loughery","Wesley Snipes, Woody Harrelson, Jennifer Lopez","Two foster brothers work as transit cops. While one's life is as good as it gets, the other's is a pit. After losing his job, getting dumped by his brother, and getting the crap kicked out of him by a loan shark for the umpteenth time, He implements his plan to steal the ""money train,"" a train carrying the New York Subway's weekly revenue. But when things go awry, will his brother be able to save him in time?",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZGIzODJmMGYtMzY2My00ZGJkLTg1YzMtNmY2ZTVlYmI5YzYyXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.7,"43,656",tt0113845,movie,N/A,"$35,431,113",N/A,N/A
21,Get Shorty,1995,R,20 Oct 1995,105 min,"Comedy, Crime, Thriller",Barry Sonnenfeld,"Elmore Leonard, Scott Frank","Gene Hackman, Rene Russo, Danny DeVito","Some guys get all the luck, whether they like it or not. Chili Palmer happens to be in Hollywood collecting a gambling debt when he's struck by lightning (not literally). Called a natural for the movie business, he's snagged up by a producer. The rest is history.",English,United States,6 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_SX300.jpg,82,6.9,"90,548",tt0113161,movie,N/A,"$72,101,622",N/A,N/A
22,Copycat,1995,R,27 Oct 1995,123 min,"Drama, Mystery, Thriller",Jon Amiel,"Ann Biderman, David Madsen","Sigourney Weaver, Holly Hunter, Dermot Mulroney","In San Francisco, the criminal psychologist Helen Hudson is specialized in serial-killers. During a trial, the accused Daryll Lee Cullum kills a police officer and tries to kill her and she becomes agoraphobic. Now Helen lives a reclusive life with her gay friend Andy that helps her. Sometime later, there is a wave of crimes and Detectives M.J. Monahan and Reuben Goetz are investigating the murder cases. Helen identifies that the murderer is copycatting notorious serial-killers and she anonymously contacts the Police Department. After fourteen phone calls, she is identified by the police. Detectives M.J. and Reuben visit her and Helen teams up with them and prepares the profile of the killer that wants to be famous. But soon the copycat killer Peter Foley contacts and stalks Helen and M.J. and Reuben give protection to her. Will they be capable to stop Foley before the next murder?",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BY2ZiODRlYWMtOGViYS00ZTNiLTlkMGQtZTAxY2IyMDAzYzU2XkEyXkFqcGc@._V1_SX300.jpg,54,6.6,"67,659",tt0112722,movie,N/A,"$32,051,917",N/A,N/A
23,Assassins,1995,R,06 Oct 1995,133 min,"Action, Crime, Thriller",Richard Donner,"Lilly Wachowski, Lana Wachowski, Brian Helgeland","Sylvester Stallone, Antonio Banderas, Julianne Moore","Robert Rath is a seasoned hitman who just wants out of the business with no back talk. But, as things go, it ain't so easy. A younger, peppier assassin named Bain is having a field day trying to kill said older assassin. Rath teams up with a computer hacker named Electra to defeat the obsessed Bain.","English, Dutch, Spanish","France, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BYjRmZDUzZTctMzkyMi00ZDY1LTk2MDgtMDI0MTM4ZTYzOWI4XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.3,"89,042",tt0112401,movie,N/A,"$30,303,072",N/A,N/A
24,Powder,1995,PG-13,27 Oct 1995,111 min,"Drama, Fantasy, Mystery",Victor Salva,Victor Salva,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen","When sheriff Barnum investigates the death of an elderly rural resident, he discovers a teenage grandson living in the basement. Raised by his grandparents, he has experienced the world only through books, never leaving the family farm. He is sent to a state home for boys where he has trouble fitting in socially. His odd appearance and unusual abilities cause the small town residents to fear and ridicule him. However, not all are afraid. Some begin to view his potential and gifts with wonderment.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BYzBmZjgyNWQtOWYzNS00NTg2LWJjZDktYzE4YTMzMjNiZWVkXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.6,"33,071",tt0114168,movie,N/A,"$30,862,156",N/A,N/A
25,Leaving Las Vegas,1995,R,09 Feb 1996,111 min,"Drama, Romance",Mike Figgis,"John O'Brien, Mike Figgis","Nicolas Cage, Elisabeth Shue, Julian Sands","Because his wife left him and took his son with her, screenwriter Ben Sanderson has started drinking, a lot. He's getting more and more isolated and he troubles women in bars because he wants to have sex with them. When he gets fired, he decides to leave everything behind and move to Las Vegas and drink himself to death. In Las Vegas he meets Sera, a prostitute with some problems as well who he moves in with.","English, Russian",United States,Won 1 Oscar. 32 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_SX300.jpg,82,7.5,"136,847",tt0113627,movie,N/A,"$32,029,928",N/A,N/A
26,Othello,1995,R,19 Jan 1996,123 min,"Drama, Romance",Oliver Parker,"Oliver Parker, William Shakespeare","Laurence Fishburne, Kenneth Branagh, Irène Jacob","Iago convinces Othello, The Moor of Venice that his wife, Desdemona has been unfaithful. Iago is an evil, manipulative character with his own agenda. A plot of jealousy and rage transpires in this classic Shakespearean tale.",English,"United Kingdom, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BNzVlMjhjYzctNjQ4My00OGMwLThmZTktODE4MWI3NzNkOWYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,6.8,"10,251",tt0114057,movie,N/A,"$2,844,379",N/A,N/A
27,Now and Then,1995,PG-13,20 Oct 1995,102 min,"Comedy, Drama, Romance",Lesli Linka Glatter,I. Marlene King,"Christina Ricci, Demi Moore, Rosie O'Donnell","Four childhood friends, now in their thirties, are having a reunion. Their lives have gone separate and very different ways. Together again they reminisce about their younger years, especially the eventful period when they were 12 years old.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_SX300.jpg,50,6.8,"32,929",tt0114011,movie,N/A,"$27,112,329",N/A,N/A
28,Persuasion,1995,PG,06 Apr 1997,103 min,"Drama, Romance",Roger Michell,"Jane Austen, Nick Dear","Amanda Root, Ciarán Hinds, Susan Fleetwood",Theatrical film of Persuasion with Ciaran Hinds &amp; Amanda Root. Directed by Roger Michell.,English,"United Kingdom, United States, France",Won 5 BAFTA 7 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BOGM1Mjk1Y2EtMDBiMy00MDAxLWI0NmEtNzExYjM4NDVmZDZjXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.7,"11,683",tt0114117,movie,N/A,"$5,269,757",N/A,N/A
29,The City of Lost Children,1995,R,15 Dec 1995,112 min,"Adventure, Drama, Fantasy","Marc Caro, Jean-Pierre Jeunet","Gilles Adrien, Jean-Pierre Jeunet, Marc Caro","Ron Perlman, Daniel Emilfork, Judith Vittet","Set in a dystopian society, someone is kidnapping the children. Krank and his band of clones are using the children to harvest their dreams. Then they kidnap Denree, the brother of One, a fairground strongman. One sets out to find his brother.","French, Cantonese","France, Germany, Spain, Belgium",5 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTc5YWUxOGUtYWQ2OC00ZTMyLWI5MTktNjNkZjNmZTA1OWYyXkEyXkFqcGc@._V1_SX300.jpg,73,7.5,"72,429",tt0112682,movie,N/A,"$1,738,611",N/A,N/A
31,Dangerous Minds,1995,R,11 Aug 1995,99 min,"Biography, Drama",John N. Smith,"LouAnne Johnson, Ron Bass","Michelle Pfeiffer, George Dzundza, Courtney B. Vance","Louanne Johnson is an ex-marine, hired as a teacher in a high-school in a poor area of the city. She has recently separated from her husband. Her friend, also teacher in the school, got the temporary job for her. After a terrible reception from the students, she tries unconventional methods of teaching (using karate, Bob Dylan lyrics etc) to gain the trust of the students.",English,United States,6 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BODc5ZDI2ZDYtYjZiMy00MzZjLWEwNWUtNTljNDEwYWQ3YjQ5XkEyXkFqcGc@._V1_SX300.jpg,47,6.5,"57,941",tt0112792,movie,N/A,"$84,919,401",N/A,N/A
33,Wings of Courage,1995,G,18 Sep 1996,40 min,"Adventure, Romance",Jean-Jacques Annaud,"Alain Godard, Jean-Jacques Annaud","Craig Sheffer, Elizabeth McGovern, Tom Hulce","In 1920's South America a small group of French pilots struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst.",English,"France, United States",N/A,https://m.media-amazon.com/images/M/MV5BZDAxYzhhN2EtOTI5OC00MGMzLTk2OTMtZmY0ZmY4Yzc0YWZkXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_SX300.jpg,N/A,6.4,739,tt0114952,movie,N/A,"$15,054,636",N/A,N/A
34,Babe,1995,G,04 Aug 1995,91 min,"Comedy, Drama, Family",Chris Noonan,"Dick King-Smith, George Miller, Chris Noonan","James Cromwell, Magda Szubanski, Christine Cavanaugh","Gentle farmer Arthur Hoggett wins a piglet named Babe at a county fair. Narrowly escaping his fate as Christmas dinner when Farmer Hoggett decides to show him at the next fair, Babe bonds with motherly border collie Fly and discovers that he can herd sheep too. But will the other farm animals, including Fly's jealous husband, Rex, accept a pig who doesn't conform to the farm's social hierarchy?",English,"Australia, United States, United Kingdom",Won 1 Oscar. 20 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BODYxZWZiMTgtMjJhOC00OTE1LTk0MmQtMGFiOGY3ZTAwZGRjXkEyXkFqcGc@._V1_SX300.jpg,83,6.9,"136,197",tt0112431,movie,N/A,"$63,658,910",N/A,N/A
